name,mascot,city,state,primary_color,secondary_color,team_logo_image
Luling,Eagles,Luling,TX,#4CBB17,#FFFFFF,
Lumberton,Raiders,,TX,,,
Lutcher,Bulldogs,Lutcher,LA,,,
Lutcher,Bulldogs,Lutcher,LA,,,
Luther,,,OK,,,
Lutheran South,Pioneers,Houston,TX,,,
Lyford,Bulldogs,Lyford,TX,,,
Lytle,Pirates,Lytle,TX,,,
Mabank,Panthers,,TX,,,
MaCarthur,,,OK,,,
MacArthur,Generals,Aldine,TX,#CD2027,#FFFFFF,
MacArthur,Cardinals,Irving,TX,,,
MacArthur,Brahmas,San Antonio,TX,,,
Madill,,,OK,,,
Madison,Trojans,Dallas,TX,,,
Madison,Marlins,Houston,TX,,,
Madison,Mavericks,San Antonio,TX,,,
Madison Preparatory Academy,Chargers,Baton Rouge,LA,,,
Madison Preparatory Academy,Chargers,Baton Rouge,LA,,,
Madisonville,Mustangs,Madisonville,TX,,,
Magnolia,Bulldogs,Magnolia,TX,,,
Magnolia West,Mustangs,Magnolia,TX,,,
Malakoff,Tigers,Malakoff,TX,#000000,#D4AF37,
Mangham,Dragons ,Mangham,LA,,,
Mangum,,,OK,,,
Mannford,,,OK,,,
Manor,Mustangs,Manor,TX,#000000,#FF0000,
Mansfield,Tigers,Mansfield,TX,,,
Manvel,Mavericks,,TX,,,
Many,Tigers,Many,LA,,,
Marble Falls,Mustangs,Marble Falls,TX,#800080,#FFD700,
Marcus,Marauders,Flower Mound,TX,,,
Marfa,Shorthorns,Marfa,TX,,,
Marietta,,,OK,,,
Marion,Bulldogs,Marion,TX,,,
Marksville,Tigers,Marksville,LA,,,
Marlin,Bulldogs,Marlin,TX,,,
Marlow,,,OK,,,
Marlow,Outlaws,,OK,,,
Marshall,Buffaloes,Fort Bend,TX,#0D0918,#909EBB,
Marshall,Mavericks,Marshall,TX,,,
Marshall,Rams,San Antonio,TX,,,
Mart,Panthers,Mart,TX,#800080,#FFD700,
Martin,Warriors,Arlington,TX,#1C1B1E,#A8A8A7,
Martin,Tigers,Laredo,TX,,,
Mason,Punchers,Masson,TX,#320065,#FFFFFF,
Mathis,Pirates,Mathis,TX,,,
Maud,,,OK,,,
Maud,Cardinals,Maud,TX,,,
May,,,TX,,,
Mayde Creek,Rams,Katy,TX,,,
Mayperal,Panthers,Maypearl,TX,,,
Maysville,,,OK,,,
McAlester,Buffaloes,,OK,,,
McAllen,Bulldogs,McAllen,TX,,,
McCallum,Knights,Austin,TX,#2F55A4,#E6EBF2,
McCamey,Badgers,McCamey,TX,,,
McCollum,Cowboys,San Antonio,TX,,,
McDade,Bulldogs,McDade,TX,,,
McDonogh 35,Rpneagles,New Orleans,LA,,,
McGavock,(NC),,,,,
McGregor,Bulldogs,McGregor,TX,,,
McKeel Academy,(FL),,,,,
McKinley,Panthers,Baton Rouge,LA,,,
McKinney,Lions,McKinney,TX,,,
McKinney North,Bulldogs,McKinney,TX,,,
Mclain,,,OK,,,
McLean,Tigers,McLean,TX,,,
Mcloud,,,OK,,,
McNeil,Mavericks,Austin,,,,
McNeil,Mavericks,Round Rock,TX,,,
Meadow,Broncos,,TX,,,
Medford,,,OK,,,
Medina,Bobcats,,TX,,,
Medina Valley,Panthers,Castroville,TX,#8A2316,#DFE1EB,
Meeker,,,OK,,,
Melissa,Cardinals,Melissa,TX,#C8102E,#FFFFFF,
Memorial,Warriors,Frisco,TX,#000000,#FFD100,
Memorial,Mustangs,Houston,TX,,,
Memorial,Mustangs,McAllen,TX,,,
Memorial,Mavericks,Pasadena,TX,,,
Memorial,Titans,Port Arthur,TX,,,
Memorial,Minutemen,San Antonio,TX,,,
Memorial,Wildcats,Tomball,TX,,,
Memorial,Mavericks,Wichita Falls,TX,,,
Memphis,Cyclones,Memphis,TX,,,
Menard,Eagles,Alexandria,LA,,,
Menard,Yellow Jackets,Menard,TX,,,
Mentorship,Chargers,Baton Rouge,LA,,,
Mercedes,Tigers,,TX,,,
Mercy Culture Prep,Royals,,TX,,,
Meridian,Yellow Jackets,Meridian,TX,#000000,#D4AF37,
Merkel,Badgers,Merkel,TX,,,
Merritt,,,OK,,,
Merryville,Panthers,Merryville,LA,,,
Mesquite,Skeeters,Mesquite,TX,,,
Metairie Park Country Day,Cajuns,,,,,
Metro Christian,,,OK,,,
Metro Christian,Patriots,Tulsa,OK,,,
Mexia,Black Cats,Mexia,TX,#000000,#FF0000,
Miami,,,OK,,,
Miami,Warriors,Miami,TX,,,
Miami Central,Rockets,Miami,FL,#4CBB17,#FFFFFF,
Mid-Carolina,Rebels,Prosperity,SC,#000000,#FF0000,
Midland,Bulldogs,Midland,TX,,,
Midland,Rbeels,Midland,LA,,,
Midland Valley,(SC),,,,,
Midlothian,Panthers,Midlothian,TX,,,
Midway,,,OK,,,
Midway,Panthers,Hewitt,TX,#020406,#DEE2EF,
Midwest City,,,OK,,,
Milano,Eagles,Milano,TX,,,
Milby,Buffaloes,Houston,TX,#171F36,#A99D8A,
Mildred,Eagles,Corsicana,TX,,,
Miles,Bulldogs,Miles,TX,,,
Miller,Buccaneers,Corpus Christi,TX,,,
Millsap,Bulldogs,Millsap,TX,,,
Millwood,Falcons,,OK,,,
Minco,,,OK,,,
Minden,Crimson Tide,Minden,LA,,,
Mineola,Yellow Jackets,Mineola,TX,,,
Mineral Wells,Rams,Mineral Wells,TX,#FF0000,#000000,
Mission,Eagles,Mission,TX,,,
Molina,Jaguars,Dallas,TX,,,
Monahans,Lobos,Monahans,TX,,,
Monte Alto,,,TX,,,
Monterey,Plainsmen,Lubbock,TX,#D62828,#B0B0B0,
Montgomery,Bears,Montgomery,TX,#800080,#FFD700,
Montgomery,Tigers,Montgomery,LA,,,
Montwood,Rams,El Paso,TX,,,
Moody,Trojans,Corpus Christi,TX,,,
Moody,Bearcats,Moody,TX,,,
Moore,,,OK,,,
Mooreland,,,OK,,,
Moran,Bulldogs,Moran,TX,,,
Morgan,Eagles,Morgan,TX,,,
Morris,,,OK,,,
Morrison,,,OK,,,
Morton,Indians,Morton,TX,,,
Morton Ranch,Mavericks,Katy,TX,,,
Motley County,Matadors,,TX,,,
Mounds,,,OK,,,
Mount Calm,Panters,Mount calm,TX,,,
Mount Enterprise,Wildcats,Mount Enterprise,TX,,,
Mount Pleasant,Tigers,,TX,,,
Mount St. Mary,,,OK,,,
Mount Vernon,Tigers,Mount Vernon,TX,,,
Mountain View,Lobos,Clint,TX,,,
Mt. View-Gotebo,,,OK,,,
Muenster,Hornets,Muenster,TX,,,
Muldrow,,,OK,,,
Muleshoe,Mules,Muleshoe,TX,#000000,#FFFFFF,
Mullin,Bulldogs,Mullin,TX,,,
Munday,Moguls,Munday,TX,,,
Muskogee,Roughers,,OK,,,
Mustang,Broncos,,OK,,,
Naaman Forrest,Rangers,Garland,TX,,,
Nacogdoches,Dragons,Nacogdoches,TX,,,
Natalia,Mustangs,Natalia,TX,,,
Natchitoches Central,Chiefs,Natchitoches,LA,,,
Nathan Hale,,,OK,,,
Natomas,Nighthawks,CA,,,,
Navarro,Vikings,Austin,TX,#1B1B1D,#C8A24A,
Navarro,Panthers,Geronimo,TX,#7A857C,#B8AEAF,
Navasota,Rattlers,Navasota,TX,#0033A0,#FFFFFF,
Nazarene Christian,Lions,,TX,,,
Nazareth,Swifts,Nazareth,TX,,,
Nederland,Bulldogs,Nederland,TX,,,
Needville,Blue Jays,Needville,TX,,,
Nevada Community,Braves,,TX,,,
Neville,Tigers,Monroe,LA,,,
Neville,Tigers,Monroe,LA,,,
New Boston,Lions,New Boston,TX,,,
New Braunfels,Unicorns,New Braunfels,TX,#4169E1,#FFFFFF,
New Caney,Eagles,New Caney,TX,,,
New Deal,Lions,New Deal,TX,,,
New Diana,Eagles,New Diana,TX,,,
New Home,Leopards,New Home,TX,#000000,#C8102E,
New Iberia,Yellow Jackets,New Iberia,LA,,,
New Tech,Titans,Manor,TX,#021662,#DFE1EB,
New Waverly,Bulldogs,,TX,,,
Newcastle,Bobcats,Newcastle,TX,,,
Newcastle,Racers,Newcastle,OK,#000000,#C8102E,
Newkirk,,,OK,,,
Newman Smith,Trojans,Carrollton,TX,#101012,#908685,
Newton,Eagles,Newton,TX,,,
Nimit1,Cougars,Aldine,TX,#111B44,#E9C53E,
Nimitz,Vikings,Irving,TX,,,
Nixon,Mustangs,Laredo,TX,,,
Nixon Smiley,Mustangs,,TX,,,
Noble,,,OK,,,
Nocona,Indians,Nocona,TX,,,
Nolan Catholic,Vikings,Fort Worth,TX,,,
Norman,,,OK,,,
Norman North,Timberwolves,,OK,,,
Normangee,Panthers,Normangee,TX,,,
North,Bulldogs,McKinney,,,,
North Caddo,Titans,Vivian,LA,,,
North Catahoula,Fighting Indians,Jonesville,LA,,,
North Central,Hurricanes,Lebeau,LA,,,
North Crowley,Panthers,Crowley,TX,,,
North Dallas,Bulldogs,,TX,,,
North DeSoto,Griffins,Stonewall,LA,,,
North Forest,Bulldogs,Houston,TX,,,
North Forney,Falcons,Forney,TX,,,
North Garland,Raiders,Garland,TX,,,
North Iberville,Tigers,Rosedale,LA,,,
North Lamar,Panthers,Paris,TX,,,
North Mesquite,,,TX,,,
North Rock Creek,,,OK,,,
North Shore,Mustangs,Galena Park,TX,#FF0000,#000000,
North Side,Steers,Fort Worth,TX,,,
North Vermilion,Patriots,Maurice,LA,,,
North Vermilion,Patriots,Maurice,LA,,,
Northbrook,Raiders,Houston,TX,,,
Northbrook Ragin',Raiders,,,,,
Northeast,Raiders,Austin,TX,,,
Northeast,Vikings,Pride,LA,,,
Northshore,Panthers,Slidell,LA,,,
Northside,Panthers,Houston,TX,,,
Northside,Vikings,Lafayette,LA,,,
Northside,Indians,Vernon,TX,,,
Northside Homeschool,Lions,Houston,TX,,,
Northstar Homeschool,Naturals,,TX,,,
Northwest,Texans,Justin,TX,,,
Northwest,Raiders,Opeiousas,LA,,,
Northwood,Falcons,Lena,LA,,,
Northwood,Gators,Lena,LA,,,
Northwood,Gators,Saline,LA,,,
Northwood,Chargers,SC,,,,
Northwood,Falcons,Shreveport,LA,,,
Notre Dame,Pioneers,Crowley,LA,,,
Nowata,,,OK,,,
Nueces Canyon,Panthers,Nueces Canyon,TX,,,
O'Connor,Panthers,San Antonio,TX,,,
O'Donnell,Screaming Eagles,O'Donnell,TX,,,
Oak,Panthers,Klein,TX,,,
Oak Grove,Tigers,Oak Grove,LA,,,
Oak Ridge,War Eagles,Conroe,TX,,,
Oakdale,Warriors,Oakdale,LA,,,
Oakmont,Vikings,CA,,,,
Oaks Mission,,,OK,,,
Oakwood,Panthers,Oakwood,TX,,,
Oberlin,Tigers,Oberlin,LA,,,
Oceanside Collegiate Academy,(SC),,,,,
Odem,Owls,Odem,TX,,,
Odessa,Broncos,Odessa,TX,,,
Okeene,,,OK,,,
Okemah,,,OK,,,
Okmulgee,,,OK,,,
Olgesby,Tigers,Oglesby,TX,,,
Olive,,,OK,,,
Olney,Cubs,Olney,TX,,,
Olton,Mustangs,Olton,TX,,,
Oologah-Talala,,,OK,,,
Opelousas Catholic,Vikings,Opelousas,LA,,,
Orange Grove,Bulldogs,Orange Grove,TX,#000000,#7A1E2C,
Orangefield,Bobcats,Orangefield,TX,,,
Ore City,Rebels,Ore City,TX,,,
Ouachita Christian,Eagles,Monroe,LA,,,
Ouachita Parish,Lions,Monroe,LA,,,
Our Lady of the Hills,Hawks,Kerrville,TX,,,
Overton,Mustangs,Overton,TX,,,
Owasso,Rams,Owasso,OK,,,
Ozona,Lions,Ozona,TX,,,
Pace,Vikings,Brownsville,TX,#435E4D,#FDEEEB,
Paducah,Dragons,Paducah,TX,,,
Paetow,Panthers,Katy,TX,,,
Paint Creek,Pirates,Haskell,TX,,,
Paint Rock,Indians,Paint Rock,TX,,,
Palacios,Sharks,Palacious,TX,,,
Palestine,Wildcats,Palestine,TX,,,
Palmer,Bulldogs,Palmer,TX,,,
Palmview,Lobos,La Joya,TX,,,
Palo Duro,Dons,Amarillo,TX,#4169E1,#FFFFFF,
Pampa,Harvesters,Pampa,TX,#355E3B,#FFD700,
Panama,,,OK,,,
Panhandle,Panthers,Panhandle,TX,#0B1F4D,#FFFFFF,
Pantego,Panthers,Arlington,TX,,,
Pantego Christian Academy,Panthers,,,,,
Panther Creek,Panthers,Frisco,TX,,,
Panther Creek,Panthers,Panther Creek,TX,,,
Paoli,,,OK,,,
Paradise,Panthers,Paradise,TX,,,
Paris,Wildcats,Paris,TX,,,
Parish Episcopal,Panthers,Dallas,TX,,,
Parkland,Matadors,El Paso,TX,,,
Parkview,(GA),,,,,
Parkway,Panthers,Bossier City,LA,,,
Pasadena,Eagles,Pasadena,TX,,,
Paschal,Panthers,Fort Worth,TX,,,
Paul Pewitt,Brahmas,Omaha,TX,,,
Pauls Valley,,,OK,,,
Pawhuska,,,OK,,,
Pawnee,Indians,Pawnee,TX,,,
Peabody Magnet,Warhorses,Alexandra,LA,,,
Pearce,Mustangs,Richardson,TX,,,
Pearland,Oilers,Pearland,TX,,,
Pearsall,Mavericks,Pearsall,TX,,,
Peaster,Greyhounds,Peaster,TX,,,
Pebble Hills,Spartans,El Paso,TX,,,
Pecos,Eagles,Pecos,TX,#FFC72C,#4B2E83,
Penelope,,,TX,,,
Perkins-Tryon,Demons,,OK,,,
Permian,Panthers,Odessa,TX,#000000,#FFFFFF,
Perrin-Whitt,Pirates,,TX,,,
Perry,,,OK,,,
Perryton,Rangers,Perryton,TX,,,
Petersburg,Buffaloes,Petersburg,TX,,,
Petrolia,Pirates,Petrolia,TX,#4B4F4E,#DBDBDB,
Pettus,War Eagles,Pettus,TX,,,
Pewaukee,Pirates,,,,,
Pflugerville,Panthers,Pflugerville,TX,,,
Photo 1 in the Nederland vs Brenham,Photo Gallery (224 Photos),4A Region 3 SF - Game 1,,,,
Piedmont,Wildcats,,OK,,,
Pieper,Warriors,San Antonio,TX,,,
Pilot Point,Bearcats,Pilot Point,TX,#1C1C1C,#F05A28,
Pine,Raiders,Franklinton,LA,,,
Pine Prairie,Panthers,Pine Prairie,LA,,,
Pine Tree,Pirates,Longview,TX,#78B6C5,#97C8CF,
Pineville,Rebels,Pineville,LA,,,
Pinewood,(SC),,,,,
Pinewood Prep,(SC),,,,,
Pinkston,Vikings,Dallas,TX,,,
Pioneer,Diamondbacks,,TX,,,
Pioneer-Pleasant Vale,,,OK,,,
Pittsburg,Pirates,Pittsburg,TX,#000000,#9F8E72,
Placer,Hillmen,CA,,,,
Plain Dealing,Lions,Plain Dealing,LA,,,
Plains,Cowboys,,TX,,,
Plainview,,,OK,,,
Plainview,Bulldogs,Plainview,TX,,,
Plano,Wildcats,Plano,TX,,,
Plano East,Panthers,Plano,TX,,,
Plano West,Wolves,Plano,TX,,,
Plaquemine,Green Devils,Plaquemine,LA,,,
Pleasant Grove,Hawks,Texarkana,TX,,,
Pleasanton,Eagles,,TX,,,
Pocola,,,OK,,,
Polytechnic,Patriots,Fort Worth,TX,,,
Ponca City,Wildcats,,OK,,,
Ponchatoula,Green Wave,Ponchatoula,LA,,,
Pond Creek-Hunter,,,OK,,,
Ponder,Lions,Ponder,TX,,,
Poolville,Monarchs,Poolville,TX,#2B1720,#7484A0,
Poplar Springs,Atomics,Graceville,FL,#C4D8E2,#FF0000,
Port Allen,Pelicans,Port Allen,LA,,,
Port Aransas,Marlins,,,,,
Port Barre,Red Devils,Port Barre,LA,,,
Port Isabel,Tarpons,Port Isabel,TX,,,
Port Neches-Groves,Indians,,TX,,,
Porter,Cowboys,Brownsville,TX,#ADB3B3,#F9F9F7,
Porter,Spartans,New Caney,TX,,,
Porter Consolidated,,,OK,,,
Porter-Gaud,Cyclones,Charleston,SC,#832C38,#808080,
Porum,,,OK,,,
Post,Antelopes,Post,TX,,,
Poteau,,,OK,,,
Poteau,Pirates,,OK,,,
Poteet,Pirates,Mesquite,TX,,,
Poteet,Aggies,Poteet,TX,,,
Poth,Pirates,Poth,TX,,,
Pottsboro,Cardinals,Pottsboro,TX,,,
Poynor,La Poynor,Poynor,TX,#7E1526,#CFC3BC,
Prague,,,OK,,,
Prairie Lea,Indians,,TX,,,
Prairiland,Patriots,,TX,,,
Premont,Cowboys,Premont,TX,,,
Prestonwood,Lions,Plano,TX,,,
Prestonwood Christian,lIONS,,,,,
Prestonwood North,Lions,,TX,,,
Price Carlisle,Indians,,TX,,,
Priddy,Pirates,Priddy,TX,,,
Prince of Peace,Eagles,Carrollton,TX,,,
Princeton,Panthers,Princeton,TX,,,
Pro-Vision,Warriors,Houston,TX,,,
Progreso,Red Ants,Progreso,TX,#B11932,#000000,
Prosper,Eagles,Prosper,TX,#4CAF50,#FFFFFF,
Providence,(NC),,,,,
Pryor,,,OK,,,
PSJA,Bears,Pharr,TX,,,
PSJA Memorial,Wolverines,,TX,,,
PSJA North,Raiders,,TX,,,
PSJA Southwest,Javelinas,,TX,,,
Putnam City,,,OK,,,
Putnam City North,Panthers,,OK,,,
Putnam City West,,,OK,,,
Pyron,Tigers,,OK,,,
Quanah,Indians,Quanah,TX,,,
Quapaw,,,OK,,,
Queen City,Bulldogs,,TX,,,
Quinton,,,OK,,,
Quitman,Bulldogs,Quitman,TX,,,
R.L. Turner,Lions,Carrollton,TX,#274E98,#C6D6E3,
Raines,Vikings,Jacksonville,FL,#800000,#808080,
Ralls,Jackrabbits,Ralls,TX,,,
Ranchview,Wolves,Carrollton,TX,#141621,#656476,
Randall,Raiders,Canyon,TX,#101010,#FFFFFF,
Randle,Lions,Richmond,TX,,,
Randolph,Ro-Hawks,Universal City,TX,,,
Ranger,Bulldogs,Ranger,TX,,,
Ranikn,Red Devils,Rankin,TX,,,
Rapides,Mustangs,Lecompte,LA,,,
Ravenwood,(NC),,,,,
Ray,Texans,Corpus Christi,TX,,,
Raymondville,Bearkats,Raymondville,TX,,,
Rayne,Wolves,Rayne,LA,,,
Rayville,Hornets,Rayville,LA,,,
Reagan,Raiders,Austin,TX,#4F78B8,#E9EDF2,
Reagan,Rattlers,San Antonio,TX,,,
Reagan County,Owls,Big Lake,TX,#005C97,#FFFFFF,
Red Oak,Hawks,,TX,,,
Red River,Bulldogs,Coushatta,LA,,,
Redwater,Dragons,Redwater,TX,,,
Reedy,Lions,Frisco,TX,#042F37,#BCC5E3,
Refugio,Bobcats,Refugio,TX,#080507,#D7D0E1,
Regent Prep,,,OK,,,
Regents,Knights,Austin,TX,,,
Reggs,,,OK,,,
Reicher,Cougars,Waco,TX,,,
Rejoice Christian,,,OK,,,
Rice,Bulldogs,Rice,TX,,,
Rice Consolidated,Raiders,Altair,TX,,,
Richardson,Eagles,Richardson,TX,,,
Richland,Royals,,TX,,,
Richland,Rebels,North Richland Hills,TX,,,
Richland Springs,Coyotes,Richland Springs,TX,,,
Rider,Raiders,Wichita Falls,TX,#000000,#C5B358,
Ridge Point,Panthers,Fort Bend,TX,,,
Ridgewood Preparatory,Eagles,Metairie,LA,,,
Riesel,Indians,Riesel,TX,,,
Ringgold,Redskins,Ringgold,LA,,,
Ringgold,Redskins,Ringgold,LA,,,
Ringling,,,OK,,,
Ringwood,,,OK,,,
Rio Grande City,Rattlers,Rio Grande City,TX,,,
Rio hondo,Bobcats,Rio Hondo,TX,,,
Rio Vista,Eagles,Rio Vista,TX,#108065,#B8BCC8,
Rising Star,Wildcats,Rising Star,TX,,,
River Oaks Castleberry,,,TX,,,
River Road,Wildcats,Amarillo,TX,#4B0082,#FFD700,
Rivera,Raiders,Brownsville,TX,#8B6963,#ADB3B3,
Riverside,Rangers,El Paso,TX,,,
Riverside Academy,Rebels,Reserve,LA,,,
Riviera Kaufer,Seahawks,,TX,,,
Robert Lee,Steers,,TX,,,
Robinson,Maroons,Robinson,IL,,,
Robinson,Rockets,Robinson,TX,#A3041F,#C6B7BF,
Robstown,Cotton Pickers,Robstown,TX,#F30626,#837B7C,
Roby,Lions,Roby,TX,,,
Rochelle,Hornets,Rochelle,TX,,,
Rock Hill,Blue Hawks,Prosper,TX,,,
Rockdale,Tigers,Rockdale,TX,#222127,#DED0D4,
Rockport-Fulton,Pirates,,TX,,,
Rocksprings,,,TX,,,
Rocksprings,Angoras,,TX,,,
Rockwall,Yellow Jackets,Rockwall,TX,,,
Rogers,Eagles,Rogers,TX,,,
Roland,,,OK,,,
Roma,Gladiators,,TX,,,
Rome,Wolves,Rome,GA,#FF0000,#FFD700,
Roosevelt,Mustangs,Dallas,TX,,,
Roosevelt,Eagles,Lubbock,TX,,,
Roosevelt,Rough Riders,San Antonio,TX,,,
Ropes,Eagles,Ropesville,TX,#000000,#00A651,
Roscoe,Plowboys,Roscoe,TX,,,
Rosebud-Lott,Cougars,,TX,#58709D,#333F52,
Rosehill,Eagles,TOmball,TX,,,
Rotan,YellowHammers,Rotan,TX,,,
Round Rock,Dragons,Round Rock,TX,#800000,#FFFFFF,
Rouse,Raiders,Leander,TX,,,
Rowe,Warriors,McAllen,TX,,,
Rowlett,,Garland,TX,,,
Rowlett,Eagles,Garland,TX,,,
Royal,Falcons,Brookshire,TX,#77282B,#F2D7D0,
Royal,,Simi Valley,CA,#031C18,#EBEAF8,
Royse City,Bulldogs,,TX,,,
Rudder,Rangers,Bryan,TX,#13513A,#F4F7FA,
Rule,Bobcats,Rule,TX,,,
Runge,Yellow Jackets,Runge,TX,,,
Rush Springs,,,OK,,,
Rusk,Eagles,Rusk,TX,#FC6361,#DBDCE0,
Ruston,Bearcats,Ruston,LA,#FF0000,#808080,
Ryan,,,OK,,,
Ryan,Raiders,Denton,TX,#1D1760,#BE141A,
S&S Consolidated,Rams,Sadler,TX,#CE0505,#FFB300,
Sabinal,Yellow Jackets,Sabinal,TX,,,
Sabine,Cardinals,Gladewater,TX,,,
Sabine Pass,Sharks,,TX,,,
Sachse,Mustangs,Garland,TX,,,
Sacred Heart,Indians,Hallettsville,TX,,,
Sacred Heart,Tigers,Muenster,TX,,,
Sacred Heart,Trojans,Ville Platte,LA,,,
Saginaw,Rough Riders,Saginaw,TX,#7A1E2C,#FFC72C,
Salado,Eagles,Salado,TX,#CE0505,#FFFFFF,
Salina,,,OK,,,
Sallisaw,,,OK,,,
Sam Houston,Long Tall Texans,Arlington,TX,#636D9B,#B14C4E,
Sam Houston,Tigers,Houston,TX,,,
Sam Houston,Broncos,Moss Bluff,LA,,,
Sam Houston,Hurricanes,San Antonio,TX,,,
Sam Rayburn,Texans,Pasadena,TX,,,
Samuell,Spartans,Dallas,TX,,,
San Augustine,Wolves,,TX,,,
San Benito,Greyhounds,San Benito,TX,,,
San Diego,Cavers,CA,,,,
San Diego,Vaqueros,San Diego,TX,#0057B8,#FFB300,
San Elizario,Eagles,San Elizario,TX,,,
San Marcos,Rattlers,San Marcos,TX,#4A0C76,#FFFFFF,
San Saba,Armadillos,San Saba,TX,#4A0C76,#FFB300,
Sand Springs,,,OK,,,
Sanderson,Eagles,Sanderson,TX,,,
Sands,Mustangs,,TX,,,
Sanford-Fritch,Eagles,,TX,,,
Sanger,Indians,Sanger,TX,,,
Santa Anna,,,TX,,,
Santa Fe,Indians,,TX,,,
Santa Gertrudis Academy,Pride,,TX,,,
Santa Maria,Cougars,Santa Maria,TX,,,
Santa Rosa,Warriors,,TX,,,
Santo,Wildcats,Santo,TX,,,
Sapulpa,,,OK,,,
Sapulpa,Chieftains,,OK,,,
Sasakwa,,,OK,,,
Savanna,,,OK,,,
Sayre,,,OK,,,
Scarborough,Spartans,Houston,TX,,,
Schulenburg,Shorthorns,Schulenburg,TX,#000000,#FB6A00,
Scotlandville,Hornets,Baton Rouge,LA,,,
Scurry-Rosser,Wildcats,,TX,,,
Seagoville,Dragons,Dallas,TX,,,
Seagraves,Eagles,Seagraves,TX,,,
Sealy,Tigers,Sealy,TX,,,
Second Baptist,Eagles,Houston,TX,,,
Seguin,Cougars,Arlington,TX,#84ABD8,#D5E4F5,
Seguin,Matadors,Seguin,TX,#000000,#FFB300,
Seiling,,,OK,,,
Seminole,,,OK,,,
Seminole,Indians,Seminole,TX,#000000,#FFB300,
Sequoyah,,,OK,,,
Seven Lakes,Spartans,Katy,TX,,,
Seymour,Panthers,Seymour,TX,,,
Shadow Creek,Sharks,Pearland,TX,#3F98CC,#FFFFFF,
Shallowater,Mustangs,Shallowater,TX,#D62828,#FFFFFF,
Shamrock,Fighting Irish,Shamrock,TX,,,
Sharon-Mutual,,,OK,,,
Sharpstown,Apollos,Houston,TX,,,
Sharyland,Rattlers,Mission,TX,,,
Shattuck,Indians,,OK,,,
Shawnee,,,OK,,,
Shelbyville,Dragons,Shelbyville,TX,,,
Shelton,Chargers,Dallas,TX,,,
Shepherd,Pirates,Shepherd,TX,,,
Sherman,Bearcats,Sherman,TX,,,
Shiner,Comanches,Shiner,TX,#4A0C76,#FFB300,
Shoemaker,Grey Wolves,Killeen,TX,,,
Sidney,Eagles,Sidney,TX,,,
Sierra Blanca,Vaqueros,,TX,,,
Silcox,Seals,Alpharetta,GA,,,
Silsbee,Tigers,Silsbee,TX,,,
Silver Bluff,Bulldogs,Aiken,SC,#AAAAAA,#0057B8,
Silverton,Owls,Silverton,TX,,,
Simms Bowie,Pirates,,TX,,,
Sinton,Pirates,Sinton,TX,#430000,#FFFFFF,
Skiatook,,,OK,,,
Skidmore-Tynan,Bobcats,,TX,,,
Skyline,Raiders,Dallas,TX,,,
Slaton,Tigers,Slaton,TX,,,
Slaughter Community Charter,Knights,Slaughter,LA,,,
Slidell,Tigers,Slidell,LA,,,
Smithson Valley,Rangers,San Antonio,TX,#003057,#FFFFFF,
Smithville,Tigers,Smithville,TX,,,
Smyer,Bobcats,Smyer,TX,,,
Snook,Blue Jays,Snook,TX,,,
Snyder,,,OK,,,
Snyder,Tigers,Snyder,TX,,,
Socorro,Bulldogs,El Paso,TX,,,
Somerset,Spartans,,WI,,,
Somerset,Bulldogs,Somerset,TX,,,
Somerville,Yeguas,Somerville,TX,,,
Sonora,Broncos,Sonora,TX,,,
South Anchorage,Wolverines,Anchorage,AL,#000000,#C5B358,
South Coffeyville,,,OK,,,
South Garland,Titans,Garland,TX,,,
South Grand Praire,Warriors,Grand Praire,TX,,,
South Hills,Scorpions,Fort Worth,TX,,,
South Houston,Trojans,Pasadena,TX,,,
South Lafourcine,Tarpons,Galliano,LA,,,
South Oak Cliff,Bears,Dallas,TX,,,
South Plaquemines,Hurricanes,Port Sulphur,LA,,,
South San Antonio,Bobcats,San Antonio,TX,,,
South Terrebonne,Gators,Bourg,LA,,,
Southeast,,,OK,,,
Southlake Carroll,Dragons,Southlake Carroll,TX,#108810,#000000,
Southland,Eagles,Southland,TX,,,
Southmoore,Sabercats,,OK,,,
Southside,Cardinals,San Antonio,TX,,,
Southside,Sharks,Youngsville,LA,,,
Southwest,Raiders,Fort Worth,TX,,,
Southwest,Dragons,San Antonio,TX,#1F7A3A,#B0B0B0,
Southwest Legacy,Titans,San Antonio,TX,,,
Southwood,Cowboys,Shreveport,LA,,,
Spearman,Lynx,Spearman,TX,,,
Sperry,,,OK,,,
Spiro,,,OK,,,
Splendora,Wildcats,Splendora,TX,,,
Spring,Lions,Spring,TX,,,
Spring Hill,Panthers,Longview,TX,#6CB4EE,#1F4FBF,
Spring Woods,Tigers,Houston,TX,,,
Springfield,Bulldogs,Springfield,LA,,,
Springlake Earth,Wolverines,,TX,,,
Springtown,Porcupines,Springtown,TX,#000000,#FB6A00,
Spruce,Timberwolves,Dallas,TX,,,
Spur,Bulldogs,Spur,TX,,,
St. Anant,Gators,St. Arnant,LA,,,
St. Andrew's,Highlanders,Austin,TX,,,
St. Anthony's,Yellow Jackets,San Antonio,TX,,,
St. Augustine,Purple Knights,LA,,,,
St. Augustine,Yellow Jackets,St. Augustine,FL,#832C38,#FFB300,
St. Dominic Savio,Eagles,Austin,TX,,,
St. Edmund Catholic,Blue Jays,Eunice,LA,,,
